timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2025-05-06 16:38:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:39:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:40:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:41:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:42:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:43:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:44:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:45:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:46:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:47:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:48:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:49:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:50:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:51:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:52:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:53:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:54:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:55:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:56:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:57:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:58:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 16:59:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:00:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:01:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:02:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:03:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:04:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:05:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:06:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:07:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:08:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:09:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:10:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:11:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:12:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:13:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:14:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:15:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:16:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:17:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:18:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:19:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:20:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:21:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:22:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:23:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:24:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:25:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:26:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:27:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:28:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:29:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:30:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:31:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:32:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:33:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:34:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:35:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:36:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:37:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:38:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:39:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:40:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:41:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:42:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:43:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:44:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:45:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:46:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:47:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:48:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:49:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:50:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:51:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:52:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:53:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:54:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:55:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:56:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:57:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:58:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 17:59:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:00:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:01:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:02:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:03:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:04:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:05:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:06:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:07:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:08:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:09:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:10:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:11:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:12:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:13:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:14:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:15:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:16:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:17:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:18:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:19:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:20:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:21:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:22:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:23:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:24:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:25:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:26:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:27:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:28:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:29:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:30:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:31:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:32:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:33:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:34:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:35:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:36:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:37:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:38:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:39:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:40:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:41:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:42:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:43:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:44:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:45:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:46:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:47:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:48:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:49:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:50:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:51:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:52:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:53:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:54:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:55:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:56:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:57:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:58:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 18:59:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:00:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:01:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:02:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:03:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:04:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:05:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:06:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:07:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:08:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:09:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:10:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:11:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:12:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:13:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:14:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:15:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:16:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:17:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:18:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:19:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:20:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:21:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:22:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:23:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:24:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:25:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:26:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:27:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:28:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:29:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:30:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:31:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:32:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:33:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:34:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:35:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:36:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:37:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:38:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:39:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:40:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:41:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:42:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:43:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:44:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:45:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:46:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:47:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:48:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:49:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:50:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:51:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:52:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:53:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:54:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:55:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:56:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:57:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:58:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 19:59:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:00:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:01:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:02:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:03:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:04:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:05:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:06:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:07:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:08:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:09:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:10:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:11:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:12:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:13:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:14:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:15:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:16:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:17:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:18:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:19:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:20:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:21:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:22:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:23:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:24:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:25:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:26:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:27:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:28:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:29:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:30:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:31:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:32:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:33:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:34:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:35:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:36:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:37:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:38:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:39:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:40:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:41:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:42:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:43:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:44:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:45:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:46:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:47:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:48:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:49:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:50:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:51:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:52:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:53:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:54:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:55:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:56:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:57:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:58:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 20:59:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:00:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:01:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:02:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:03:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:04:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:05:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:06:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:07:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:08:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:09:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:10:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:11:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:12:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:13:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:14:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
2025-05-06 21:15:00,0,0,87968.0,87968.0,87968.0,87968.0,0,0,109899878578563507752323
